Player,Team,Age,Pos,MIN,BLK% Rank,STL% Rank,FOUL% Rank,fgOR% Rank,fgDR% Rank,ftOR% Rank,ftDR% Rank,FT% Rank,SFLD% Rank,FFLD% Rank,AND1% Rank,Usage Rank,PSA Rank,AST% Rank,AST:Usg Rank,TOV% Rank,OnOff_Opp_Diff Rank,OnOff_Opp_OFFENSE: Pts/Poss Rank,OnOff_Opp_OFFENSE: eFG% Rank,OnOff_Opp_OFFENSE: TOV% Rank,OnOff_Opp_OFFENSE: ORB% Rank,OnOff_Opp_OFFENSE: FT Rate Rank,OnOff_Opp_DEFENSE: Pts/Poss Rank,OnOff_Opp_DEFENSE: eFG% Rank,OnOff_Opp_DEFENSE: TOV% Rank,OnOff_Opp_DEFENSE: ORB% Rank,OnOff_Opp_DEFENSE: FT Rate Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_HALFCOURT: Pts/Play Rank,OnOff_Opp_HALFCOURT: OREB% Rank,OnOff_Opp_HALFCOURT: % of Plays Rank,OnOff_Opp_PUTBACKS: Pts/Miss Rank,OnOff_Opp_PUTBACKS: Plays/Miss Rank,OnOff_Opp_PUTBACKS: Pts/Play Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_TEAM FG%: Rim Rank,OnOff_Opp_TEAM FG%: Short Mid Rank,OnOff_Opp_TEAM FG%: Long Mid Rank,OnOff_Opp_TEAM FG%: All Mid Rank,OnOff_Opp_TEAM FG%: Corner Three Rank,OnOff_Opp_TEAM FG%: Non Corner Rank,OnOff_Opp_TEAM FG%: All Three Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_SHOT FREQUENCY: Rim Rank,OnOff_Opp_SHOT FREQUENCY: Short Mid Rank,OnOff_Opp_SHOT FREQUENCY: Long Mid Rank,OnOff_Opp_SHOT FREQUENCY: All Mid Rank,OnOff_Opp_SHOT FREQUENCY: Corner Three Rank,OnOff_Opp_SHOT FREQUENCY: Non Corner Rank,OnOff_Opp_SHOT FREQUENCY: All Three Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_ALL TRANSITION: Pts+/Poss Rank,OnOff_Opp_ALL TRANSITION: Freq Rank,OnOff_Opp_ALL TRANSITION: Pts/Play Rank,OnOff_Opp_OFF STEALS: Pts+/Poss Rank,OnOff_Opp_OFF STEALS: Freq Rank,OnOff_Opp_OFF STEALS: Pts/Play Rank,OnOff_Opp_OFF LIVE REBOUNDS: Pts+/Poss Rank,OnOff_Opp_OFF LIVE REBOUNDS: Freq Rank,OnOff_Opp_OFF LIVE REBOUNDS: Pts/Play Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_HALFCOURT: Pts/Play Rank,OnOff_Team_HALFCOURT: OREB% Rank,OnOff_Team_HALFCOURT: % of Plays Rank,OnOff_Team_PUTBACKS: Pts/Miss Rank,OnOff_Team_PUTBACKS: Plays/Miss Rank,OnOff_Team_PUTBACKS: Pts/Play Rank,OnOff_Team_eFG% Rank,OnOff_Team_eFG% Rank,OnOff_Team_TEAM FG%: Rim Rank,OnOff_Team_TEAM FG%: Short Mid Rank,OnOff_Team_TEAM FG%: Long Mid Rank,OnOff_Team_TEAM FG%: All Mid Rank,OnOff_Team_TEAM FG%: Corner Three Rank,OnOff_Team_TEAM FG%: Non Corner Rank,OnOff_Team_TEAM FG%: All Three Rank,OnOff_Team_eFG% Rank,OnOff_Team_eFG% Rank,OnOff_Team_SHOT FREQUENCY: Rim Rank,OnOff_Team_SHOT FREQUENCY: Short Mid Rank,OnOff_Team_SHOT FREQUENCY: Long Mid Rank,OnOff_Team_SHOT FREQUENCY: All Mid Rank,OnOff_Team_SHOT FREQUENCY: Corner Three Rank,OnOff_Team_SHOT FREQUENCY: Non Corner Rank,OnOff_Team_SHOT FREQUENCY: All Three Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_ALL TRANSITION: Pts+/Poss Rank,OnOff_Team_ALL TRANSITION: Freq Rank,OnOff_Team_ALL TRANSITION: Pts/Play Rank,OnOff_Team_OFF STEALS: Pts+/Poss Rank,OnOff_Team_OFF STEALS: Freq Rank,OnOff_Team_OFF STEALS: Pts/Play Rank,OnOff_Team_OFF LIVE REBOUNDS: Pts+/Poss Rank,OnOff_Team_OFF LIVE REBOUNDS: Freq Rank,OnOff_Team_OFF LIVE REBOUNDS: Pts/Play Rank,eFG% Rank
Patrick Beverley,LAL,34.3,Combo,1210,92,47,12,36,48,98,58,33,29,55,47,0,43,16,72,35,33,74,67,97,5,87,8,11,98,8,10,8,8,42,4,64,3,15,4,11,11,1,59,94,80,35,25,25,11,11,11,94,67,93,74,18,27,8,8,29,83,18,23,45,12,39,73,31,74,74,67,7,54,43,4,97,67,67,94,64,5,43,90,28,54,67,67,12,99,21,96,55,22,27,74,74,85,79,81,99,15,99,38,78,42,48
Patrick Beverley,CHI,34.3,Point,605,100,76,4,89,96,98,67,0,20,33,30,0,22,4,67,85,95,95,93,51,16,73,81,78,46,87,74,81,81,88,72,60,57,69,40,78,78,48,84,60,84,98,62,89,78,78,17,89,48,84,34,52,45,81,81,39,37,38,20,8,35,63,69,54,95,95,87,33,14,35,9,93,93,93,73,96,78,97,77,76,83,93,93,41,91,76,91,61,8,12,95,95,90,41,88,79,54,71,88,19,87,41
Saddiq Bey,ATL,23.6,Forward,626,2,62,88,93,65,0,45,87,38,30,71,47,78,22,20,94,94,62,98,23,6,97,98,97,23,86,98,98,98,98,87,56,34,89,2,97,97,79,81,32,74,98,78,94,97,97,91,4,0,0,19,100,99,98,98,77,24,81,5,36,12,96,26,96,62,62,91,5,11,75,9,99,98,98,94,59,88,80,20,100,96,98,98,87,10,41,13,58,49,50,62,62,22,39,29,5,3,7,80,43,84,84
Saddiq Bey,DET,23.6,Forward,1487,16,79,91,53,48,74,48,87,86,32,36,81,45,44,17,90,95,91,94,57,7,100,87,79,28,83,98,87,87,94,82,85,46,76,14,79,79,69,73,13,49,11,75,48,79,79,99,26,2,3,76,7,17,87,87,25,89,21,57,71,65,23,88,17,91,91,98,11,6,11,8,45,94,94,92,72,94,89,95,51,81,94,94,44,7,100,74,64,25,33,91,91,29,20,60,62,7,92,23,27,29,23
Khem Birch,TOR,30.1,Big,155,61,82,18,27,11,0,0,0,13,19,95,7,66,28,56,6,62,67,37,59,93,9,51,25,80,42,47,51,51,64,60,20,69,45,80,25,25,46,54,63,59,7,24,10,25,25,29,14,80,35,72,78,85,51,51,3,15,3,2,58,1,25,8,23,67,67,31,87,51,94,77,98,37,37,13,45,71,53,42,53,48,37,37,67,16,57,27,58,60,60,67,67,44,17,29,11,79,5,79,4,72,68
Goga Bitadze,ORL,23.3,Big,244,93,65,24,91,71,94,33,0,21,82,21,45,39,73,78,85,50,45,15,100,51,40,55,69,15,92,62,55,55,18,90,95,98,96,82,69,69,85,45,14,29,58,33,42,69,69,77,8,48,10,93,41,72,55,55,95,81,95,50,25,30,97,78,97,45,45,29,61,76,70,46,89,15,15,37,13,23,11,16,37,25,15,15,65,66,48,61,98,5,30,45,45,85,58,90,16,23,27,94,27,93,53
Goga Bitadze,IND,23.3,Big,176,88,96,8,70,15,98,26,0,65,90,65,39,6,85,94,41,11,27,9,44,78,73,6,16,43,76,12,6,6,15,30,92,82,38,90,16,16,67,2,73,7,37,30,27,16,16,90,41,91,72,1,24,5,6,6,4,91,1,4,97,2,9,98,2,27,27,15,90,35,98,92,98,9,9,5,89,81,91,13,15,9,9,9,15,74,66,75,53,60,59,27,27,6,7,3,12,5,5,7,22,5,12
Bismack Biyombo,PHX,30.2,Big,822,100,36,37,65,55,0,45,2,69,78,88,23,28,53,67,13,15,9,13,18,38,30,52,30,84,28,39,52,52,79,12,5,2,6,7,30,30,2,96,69,96,16,54,33,30,30,50,56,58,61,65,27,36,52,52,17,6,21,12,45,28,47,41,51,9,9,10,42,72,68,45,81,13,13,45,60,20,54,73,1,6,13,13,36,66,8,34,73,73,78,9,9,10,87,9,11,28,12,24,93,18,55
Bogdan Bogdanovic,ATL,30.2,Wing,1503,59,47,78,17,33,67,54,57,19,50,6,70,65,69,60,76,78,42,46,88,12,43,93,83,89,53,61,93,93,91,28,75,89,70,87,83,83,34,85,75,90,83,65,77,83,83,47,67,59,70,75,21,32,93,93,59,53,56,55,23,52,57,50,56,42,42,63,18,23,28,12,69,46,46,20,39,66,47,24,85,73,46,46,24,84,94,94,85,6,17,42,42,22,49,19,47,10,32,18,38,17,76
Bojan Bogdanovic,DET,33.5,Forward,1892,5,12,87,16,16,0,20,99,61,98,35,89,94,78,41,30,89,89,97,64,11,64,70,47,58,89,49,70,70,35,87,95,77,88,44,47,47,58,36,90,64,26,32,21,47,47,88,50,33,38,5,44,19,70,70,84,95,70,50,70,43,88,97,82,89,89,92,8,8,24,13,57,97,97,94,92,86,93,88,72,85,97,97,18,11,96,56,80,66,75,89,89,90,25,94,86,26,88,75,11,86,70
Bol Bol,ORL,23.0,Big,1489,85,30,98,18,81,0,45,69,35,13,62,65,55,33,23,12,58,57,84,56,24,5,58,5,82,99,8,58,58,8,93,97,79,97,11,5,5,1,3,74,7,96,22,63,5,5,66,29,86,61,28,34,24,58,58,88,66,88,30,72,17,94,76,95,57,57,62,16,11,40,26,69,84,84,59,86,77,88,98,42,80,84,84,26,23,85,53,74,66,73,57,57,64,11,69,59,16,65,65,11,58,54
Devin Booker,PHX,26.0,Wing,1828,38,42,40,50,62,65,10,74,80,100,79,100,81,97,78,57,51,16,27,11,95,26,91,75,3,90,100,91,91,83,96,44,92,92,69,75,75,85,1,15,1,95,57,83,75,75,100,9,4,3,58,4,10,91,91,29,38,26,16,29,26,52,50,43,16,16,15,88,28,68,84,19,27,27,66,29,82,47,66,10,19,27,27,59,77,88,89,26,12,9,16,16,52,6,56,69,9,82,44,8,43,59
Brandon Boston Jr.,LAC,20.9,Wing,184,0,36,25,44,30,0,55,0,74,73,88,79,9,49,17,62,100,100,99,92,76,55,92,65,69,75,95,92,92,85,88,62,51,63,37,65,65,62,42,76,58,27,70,52,65,65,79,36,16,21,32,64,52,92,92,54,86,54,51,73,58,54,63,50,100,100,99,52,98,92,89,69,99,99,84,96,65,94,45,99,96,99,99,77,44,30,33,54,38,40,100,100,65,98,46,19,78,18,87,95,69,7
Chris Boucher,TOR,29.8,Big,1493,74,76,63,67,59,59,56,62,55,45,52,58,44,2,2,97,73,59,83,80,13,57,77,63,40,74,70,77,77,66,66,46,42,44,45,63,63,59,89,39,81,52,45,43,63,63,16,29,15,17,57,99,98,77,77,63,43,64,31,46,38,69,52,71,59,59,95,17,18,7,10,27,83,83,27,73,89,83,43,90,89,83,83,83,39,45,39,76,19,30,59,59,9,52,3,23,68,16,10,48,3,37
James Bouknight,CHA,22.1,Combo,450,55,13,10,25,92,0,0,0,34,44,21,48,4,13,9,22,23,65,56,23,47,99,5,18,26,46,41,5,5,55,46,59,4,84,1,18,18,18,39,54,42,25,16,12,18,18,79,16,29,12,31,79,67,5,5,2,36,2,4,75,7,3,38,3,65,65,82,76,29,70,85,22,56,56,35,86,51,82,47,43,43,56,56,52,56,32,48,77,44,55,65,65,10,20,23,2,6,6,58,80,73,4
Malaki Branham,SAS,19.5,Combo,1433,9,11,58,43,72,0,29,50,20,11,37,42,21,10,7,60,85,86,89,70,22,94,63,67,21,71,80,63,63,63,81,87,16,45,12,67,67,30,81,19,67,63,49,54,67,67,93,2,1,0,81,95,97,63,63,82,86,72,89,92,82,62,67,52,86,86,91,22,20,28,13,67,89,89,71,47,74,63,86,81,90,89,89,66,14,54,23,91,40,67,86,86,82,40,88,80,12,94,72,65,70,34
Christian Braun,DEN,21.5,Combo,1062,79,62,29,96,75,0,98,1,65,9,81,3,79,2,8,54,98,83,88,79,30,37,98,91,38,79,97,98,98,91,91,71,95,73,96,91,91,81,69,13,54,54,85,82,91,91,97,21,11,9,50,14,17,98,98,50,79,45,72,17,67,37,76,39,83,83,92,29,70,13,33,15,88,88,80,91,96,97,25,70,60,88,88,61,60,56,61,10,57,34,83,83,77,87,77,80,15,92,63,91,53,90
Mikal Bridges,PHX,26.2,Wing,2035,95,58,83,60,25,64,71,88,59,83,71,64,56,74,69,81,6,20,26,5,56,60,2,10,66,13,8,2,2,10,10,18,5,9,19,10,10,50,41,65,46,41,10,13,10,10,3,90,88,94,60,47,56,2,2,40,33,32,23,39,32,53,71,43,20,20,22,63,28,58,66,43,26,26,8,61,49,62,47,22,24,26,26,79,34,9,14,84,45,61,20,20,16,14,22,10,79,8,36,12,58,43
Mikal Bridges,BKN,26.2,Wing,922,80,50,91,48,45,0,60,87,85,90,60,95,78,75,26,88,1,2,3,26,22,75,7,48,19,36,5,7,7,23,23,9,36,32,46,48,48,19,77,56,76,69,34,44,48,48,51,62,55,62,31,41,32,7,7,22,6,33,25,18,37,31,18,38,2,2,5,38,2,4,15,9,3,3,13,3,46,7,57,6,10,3,3,47,61,72,70,23,46,35,2,2,41,2,77,68,13,84,31,3,62,54
Oshae Brissett,IND,24.4,Forward,1034,37,49,66,83,56,91,96,27,90,48,11,38,16,12,11,77,67,54,49,90,35,13,73,23,94,89,25,73,73,47,86,14,67,84,30,23,23,56,18,6,6,64,36,39,23,23,72,12,60,19,19,83,63,73,73,61,4,44,37,44,15,63,3,52,54,54,71,42,25,51,28,88,49,49,16,79,43,74,25,77,65,49,49,8,67,13,40,25,97,94,54,54,3,35,2,5,24,3,7,33,5,9
Malcolm Brogdon,BOS,29.9,Combo,1731,54,24,80,66,97,0,75,89,73,83,33,74,88,74,61,66,89,90,90,75,43,64,67,79,29,69,44,67,67,75,63,63,53,46,59,79,79,76,79,14,59,69,57,67,79,79,70,85,51,80,19,13,10,67,67,47,74,45,48,65,26,60,73,65,90,90,88,47,32,57,51,66,90,90,99,40,70,51,77,75,83,90,90,10,76,70,78,57,63,64,90,90,77,52,84,65,87,71,69,21,75,88
Dillon Brooks,MEM,26.8,Wing,2209,28,44,13,33,16,50,69,38,37,45,58,78,13,60,35,78,78,87,81,80,44,89,48,44,17,72,79,48,48,62,77,60,66,78,43,44,44,20,91,31,80,20,40,26,44,44,94,53,14,30,40,12,12,48,48,8,36,10,21,70,27,11,14,12,87,87,89,49,24,47,38,63,81,81,76,30,92,61,64,69,73,81,81,27,9,68,25,92,75,89,87,87,70,29,76,41,15,60,76,46,77,15
Bruce Brown,DEN,26.2,Wing,2234,93,79,34,64,63,0,75,28,63,28,77,58,58,83,89,27,41,32,33,60,73,16,61,76,41,33,23,61,61,60,15,29,22,23,34,76,76,32,71,85,84,93,70,88,76,76,10,64,90,85,57,55,60,61,61,83,42,84,86,77,70,66,24,74,32,32,23,70,44,70,62,68,33,33,23,32,31,26,15,73,52,33,33,72,89,1,37,17,61,43,32,32,69,44,52,42,58,28,82,46,72,61
Jaylen Brown,BOS,26.0,Wing,2400,50,57,69,68,89,0,97,33,68,88,65,96,63,83,37,36,46,82,89,86,16,30,11,7,54,41,77,11,11,10,57,90,4,23,7,7,7,18,21,37,20,23,10,8,7,7,48,7,16,6,81,95,96,11,11,64,91,52,76,93,66,45,84,36,82,82,87,12,33,43,40,56,89,89,71,51,38,46,78,94,95,89,89,38,31,69,49,95,35,67,82,82,84,45,87,39,19,45,95,78,94,60
Moses Brown,LAC,23.1,Big,212,78,12,59,100,90,92,92,0,96,83,77,70,19,1,1,55,34,39,64,38,13,23,39,34,28,23,36,39,39,29,36,61,55,67,42,34,34,33,83,3,40,6,74,36,34,34,68,37,21,25,53,61,62,39,39,36,51,38,66,66,66,19,47,20,39,39,62,24,18,26,19,60,64,64,58,61,72,70,68,39,50,64,64,29,17,36,16,72,90,92,39,39,7,47,10,21,64,26,12,69,17,60
Troy Brown,LAL,23.3,Forward,1844,17,74,74,34,43,94,71,83,9,13,82,9,41,21,50,67,73,62,59,53,56,29,74,65,20,78,91,74,74,79,69,24,65,46,78,65,65,57,90,11,63,56,43,44,65,65,91,14,19,8,45,52,51,74,74,21,26,17,21,56,25,37,18,29,62,62,53,37,25,20,41,13,59,59,83,44,96,78,74,16,32,59,59,21,61,82,73,86,33,53,62,62,92,32,93,84,40,88,89,37,89,57
Jalen Brunson,NYK,26.2,Point,2375,26,22,74,39,26,0,26,46,80,91,80,74,80,54,22,98,80,58,80,71,17,40,87,76,27,88,78,87,87,65,83,56,75,79,57,76,76,17,37,60,43,98,86,98,76,76,39,13,42,14,44,94,91,87,87,89,40,81,90,34,90,68,48,54,58,58,74,10,59,16,17,39,80,80,88,67,85,79,45,85,77,80,80,2,78,98,96,64,49,53,58,58,83,72,79,58,50,50,82,67,81,72
Thomas Bryant,DEN,25.3,Big,168,59,1,10,66,56,0,22,0,33,88,79,62,15,1,1,59,44,75,78,15,74,52,16,20,5,83,84,16,16,20,88,40,81,91,41,20,20,1,3,67,12,62,89,86,20,20,86,83,10,58,4,35,13,16,16,15,12,20,20,20,54,23,14,22,75,75,55,69,17,96,90,90,78,78,86,15,77,38,73,50,65,78,78,90,23,61,35,45,23,25,75,75,66,2,83,54,56,80,46,1,58,10
Thomas Bryant,LAL,25.3,Big,858,34,20,78,53,88,0,12,54,78,24,65,50,95,13,8,92,54,40,9,54,91,98,67,32,57,95,68,67,67,58,94,44,48,83,8,32,32,33,5,1,1,73,90,90,32,32,42,57,82,75,1,85,28,67,67,51,32,50,77,13,83,41,49,42,40,40,62,81,75,26,77,4,9,9,22,2,19,3,66,8,17,9,9,98,23,17,12,65,9,14,40,40,4,68,5,1,88,1,36,51,38,94
Reggie Bullock,DAL,31.6,Forward,2351,9,37,56,9,38,0,14,17,2,23,86,3,57,16,66,89,86,83,97,81,4,10,73,84,22,49,60,73,73,77,60,69,47,62,36,84,84,88,24,44,23,37,82,72,84,84,79,24,25,17,48,61,58,73,73,61,77,51,88,54,86,42,86,28,83,83,93,4,40,5,3,57,97,97,98,79,63,79,90,61,77,97,97,8,4,43,7,93,98,98,83,83,85,82,68,92,52,88,47,54,31,71
Alec Burks,DET,31.3,Wing,1122,27,63,33,25,78,62,50,51,87,94,37,81,75,77,55,72,43,36,23,70,24,93,60,76,35,43,25,60,60,75,13,76,40,40,41,76,76,44,86,42,75,88,72,81,76,76,36,67,75,77,70,22,32,60,60,51,84,47,98,20,97,10,78,15,36,36,57,41,4,39,48,36,23,23,49,85,28,64,17,33,21,23,23,33,62,97,90,48,17,20,36,36,5,1,6,11,5,15,12,3,13,56
Jimmy Butler,MIA,33.1,Forward,2138,31,100,100,95,49,59,33,79,100,94,50,91,100,97,91,88,99,77,91,55,19,43,100,92,29,100,99,100,100,99,97,93,92,96,56,92,92,66,24,79,41,84,93,98,92,92,98,34,16,19,66,3,7,100,100,31,90,8,83,30,76,26,80,7,77,77,51,19,85,41,23,78,91,91,96,29,5,11,62,95,92,91,91,79,20,28,14,12,80,60,77,77,99,99,98,98,91,98,98,78,94,66
John Butler,POR,19.9,Big,170,41,84,22,0,1,0,0,0,5,4,95,10,0,31,54,100,97,96,90,95,48,30,92,63,63,72,97,92,92,69,91,92,89,91,69,63,63,91,70,28,57,36,44,35,63,63,77,89,18,74,2,32,11,92,92,77,92,80,45,88,48,84,95,83,96,96,90,41,89,74,63,71,90,90,93,81,59,77,63,57,64,90,90,75,86,2,39,64,32,38,96,96,89,94,85,84,74,87,71,73,65,0
Jamal Cain,MIA,23.6,Forward,220,7,91,41,96,72,0,20,0,93,3,91,21,83,26,42,100,16,9,5,50,69,69,53,70,88,47,3,53,53,72,44,99,27,55,19,70,70,49,93,70,93,75,27,42,70,70,26,47,68,60,99,25,70,53,53,62,97,39,88,96,75,41,91,29,9,9,16,63,45,9,14,22,5,5,36,1,26,2,0,72,6,5,5,85,6,57,13,90,29,53,9,9,16,54,11,63,50,74,16,49,7,81
Kentavious Caldwell-Pope,DEN,29.7,Combo,2375,75,83,76,33,22,0,25,57,40,40,39,8,85,7,20,46,10,4,24,3,11,54,47,86,49,45,4,47,47,30,35,12,12,28,20,86,86,74,14,70,23,49,96,95,86,86,34,91,42,87,69,13,20,47,47,99,22,100,57,3,85,100,95,100,4,4,14,39,86,36,33,53,24,24,86,14,4,3,34,29,25,24,24,44,18,42,20,97,58,86,4,4,11,92,7,50,33,44,8,79,6,87
Vlatko Cancar,DEN,25.6,Big,804,20,58,57,6,9,0,18,99,29,21,79,36,50,80,90,60,3,2,4,1,68,28,31,50,48,6,20,31,31,36,6,37,6,4,40,50,50,34,26,96,62,81,47,66,50,50,41,52,70,65,24,59,44,31,31,75,72,84,14,95,21,95,97,98,2,2,5,48,27,15,57,5,4,4,11,25,2,5,15,44,27,4,4,9,95,69,94,32,45,37,2,2,9,5,10,3,73,3,38,18,34,39
Clint Capela,ATL,28.5,Big,1730,73,49,88,95,98,78,53,11,45,22,42,27,81,11,13,88,55,73,83,71,12,68,33,34,17,75,76,33,33,17,73,84,68,58,72,34,34,5,88,50,81,68,43,49,34,34,29,88,46,83,66,22,29,33,33,76,85,77,71,26,74,74,92,73,73,73,83,8,69,31,25,59,83,83,82,56,43,53,76,55,68,83,83,88,46,51,48,48,15,17,73,73,80,92,73,77,79,76,77,86,71,87
Jevon Carter,MIL,27.1,Combo,1753,81,60,28,44,25,79,97,70,2,25,38,24,62,34,63,51,16,30,74,17,29,34,13,17,65,9,50,13,13,13,11,66,12,7,55,17,17,28,28,55,33,19,56,37,17,17,11,91,68,92,35,45,40,13,13,85,88,70,78,74,72,67,96,57,30,30,55,47,50,38,47,34,74,74,50,77,24,61,14,82,59,74,74,96,9,12,5,45,51,48,30,30,20,50,26,39,72,37,21,57,29,82
Wendell Carter,ORL,23.5,Big,1684,27,25,79,43,80,54,65,55,43,76,30,84,59,74,53,49,12,16,10,52,58,42,23,10,55,14,84,23,23,13,26,94,89,81,87,10,10,81,80,1,17,1,3,1,10,10,90,2,5,1,99,58,92,23,23,25,84,26,56,99,14,12,58,24,16,16,16,58,2,18,2,94,10,10,18,4,50,7,87,47,67,10,10,3,98,59,96,70,45,51,16,16,7,9,4,37,0,51,10,41,8,58
Alex Caruso,CHI,28.7,Combo,1572,98,98,8,79,46,0,99,46,76,19,31,6,74,39,81,3,98,90,100,36,2,4,96,95,94,55,63,96,96,75,54,4,81,1,99,95,95,98,6,61,12,62,99,99,95,95,96,0,0,0,100,92,100,96,96,97,69,94,66,63,50,97,47,95,90,90,100,10,16,4,1,98,100,100,95,50,75,65,99,97,99,100,100,10,36,3,7,62,98,98,90,90,3,97,5,3,14,2,4,72,6,75
Julian Champagnie,SAS,21.3,Forward,276,61,10,46,27,73,99,57,0,43,37,97,53,93,0,0,61,48,86,75,61,26,79,7,15,53,53,29,7,7,30,65,82,38,65,16,15,15,30,33,37,29,3,45,16,15,15,39,31,28,24,47,90,87,7,7,7,63,9,6,76,7,18,64,25,86,86,89,20,30,9,16,18,75,75,53,80,81,86,76,61,71,75,75,18,74,39,63,68,67,71,86,86,80,33,76,35,24,24,89,31,82,91
Kennedy Chandler,MEM,20.1,Point,162,65,26,59,78,74,0,0,0,17,35,0,11,13,28,78,41,60,76,60,89,37,58,38,58,41,26,40,38,38,70,16,25,5,12,13,58,58,70,37,29,29,80,30,47,58,58,83,41,27,29,65,26,35,38,38,30,38,27,39,29,20,37,35,40,76,76,77,43,55,48,44,59,60,60,34,91,87,93,73,57,68,60,60,6,81,99,99,46,19,21,76,76,42,69,37,53,51,52,31,79,29,20
Max Christie,LAL,19.7,Wing,459,46,2,61,16,66,0,66,0,31,4,0,1,59,1,17,83,78,72,87,88,40,9,74,65,38,18,85,74,74,74,43,52,42,9,83,65,65,79,23,8,9,39,79,72,65,65,80,3,52,6,75,77,84,74,74,23,93,22,49,50,50,22,88,19,72,72,90,24,85,22,39,16,87,87,67,97,70,95,38,69,60,87,87,46,58,6,25,12,92,81,72,72,37,79,47,21,71,25,54,87,57,73
Josh Christopher,HOU,20.9,Combo,682,84,65,67,67,17,0,90,23,53,17,67,62,13,19,12,30,98,97,100,62,8,68,90,80,72,19,41,90,90,87,31,69,92,78,85,80,80,92,52,52,52,84,53,73,80,80,8,51,22,33,91,93,97,90,90,49,50,32,8,15,4,79,64,68,97,97,98,11,8,19,11,63,100,100,100,33,53,51,48,98,95,100,100,34,86,10,56,77,50,61,97,97,96,33,99,47,16,47,98,36,99,17
Brandon Clarke,MEM,26.1,Big,1066,56,75,46,52,47,0,38,47,85,68,85,58,90,64,59,59,50,34,58,15,52,22,71,52,28,77,94,71,71,56,74,17,55,57,51,52,52,93,3,43,6,53,56,57,52,52,84,58,20,38,14,40,21,71,71,62,16,72,40,5,68,76,45,74,34,34,28,49,43,57,39,76,58,58,88,17,59,33,24,58,44,58,58,69,27,48,31,37,61,52,34,34,71,63,71,72,41,84,71,70,61,88
Jordan Clarkson,UTA,30.4,Combo,1987,25,4,85,87,30,0,83,51,60,85,58,92,60,63,25,26,10,15,4,86,68,38,16,8,69,34,77,16,16,4,34,97,86,54,94,8,8,80,71,1,14,10,3,2,8,8,89,31,70,46,73,5,14,16,16,95,99,86,99,94,95,63,96,34,15,15,9,88,27,16,31,30,4,4,18,2,30,4,44,14,17,4,4,20,95,8,70,83,43,59,15,15,28,58,26,99,46,98,2,40,2,52
Nicolas Claxton,BKN,23.5,Big,2270,98,73,69,62,73,0,77,6,84,64,65,39,92,56,60,53,93,89,95,77,57,8,83,46,55,95,33,83,83,62,89,92,70,87,29,46,46,40,64,39,56,21,75,56,46,46,27,88,41,81,22,53,38,83,83,43,90,28,41,50,29,48,80,38,89,89,85,50,95,60,46,72,95,95,96,45,40,41,71,58,69,95,95,96,3,28,3,92,35,62,89,89,93,99,85,62,96,51,95,96,87,95
Amir Coffey,LAC,25.4,Wing,515,17,0,39,41,3,91,29,34,98,47,19,23,16,61,84,77,19,3,20,18,4,56,85,25,87,100,14,85,85,33,84,98,96,85,93,25,25,2,98,5,85,86,11,30,25,25,95,26,10,12,87,9,23,85,85,84,90,86,89,46,94,87,100,88,3,3,40,33,20,3,4,9,20,20,80,99,69,99,8,1,0,20,20,69,40,16,22,23,76,63,3,3,1,66,2,1,66,3,1,19,4,3
John Collins,ATL,25.1,Big,2129,56,29,56,9,45,51,83,82,44,56,35,48,42,18,15,87,58,75,96,16,68,10,36,96,24,8,1,36,36,93,2,2,4,0,83,96,96,95,64,32,57,72,91,94,96,96,65,35,86,63,38,26,22,36,36,4,14,6,8,9,13,6,20,12,75,75,88,67,55,46,56,32,96,96,99,27,57,35,98,79,97,96,96,8,69,83,80,22,81,69,75,75,21,70,29,64,94,72,10,77,18,36
Zach Collins,SAS,25.0,Big,1434,53,46,36,50,59,0,40,67,30,79,53,88,47,92,83,21,100,100,100,90,62,74,92,33,74,96,95,92,92,74,98,83,78,90,41,33,33,20,59,43,53,44,41,36,33,33,85,36,36,30,15,48,29,92,92,45,84,30,34,43,47,55,64,32,100,100,100,33,96,94,90,73,100,100,94,99,81,99,58,98,97,100,100,95,25,11,10,87,20,38,100,100,86,96,71,54,43,49,93,95,82,45
Mike Conley,MIN,35.1,Point,752,17,70,65,61,20,0,61,80,61,41,54,17,96,15,57,93,21,17,4,3,47,92,45,94,2,1,33,45,45,31,1,3,86,8,98,94,94,16,65,19,55,99,83,99,94,94,93,4,94,29,9,37,17,45,45,27,13,89,1,40,21,94,71,99,17,17,0,81,57,93,75,96,4,4,1,98,15,88,11,13,8,4,4,11,86,53,78,36,70,63,17,17,92,43,95,6,30,10,99,45,98,96
