Player,Team,Age,Pos,MIN,BLK% Rank,STL% Rank,FOUL% Rank,fgOR% Rank,fgDR% Rank,ftOR% Rank,ftDR% Rank,FT% Rank,SFLD% Rank,FFLD% Rank,AND1% Rank,Usage Rank,PSA Rank,AST% Rank,AST:Usg Rank,TOV% Rank,OnOff_Opp_Diff Rank,OnOff_Opp_OFFENSE: Pts/Poss Rank,OnOff_Opp_OFFENSE: eFG% Rank,OnOff_Opp_OFFENSE: TOV% Rank,OnOff_Opp_OFFENSE: ORB% Rank,OnOff_Opp_OFFENSE: FT Rate Rank,OnOff_Opp_DEFENSE: Pts/Poss Rank,OnOff_Opp_DEFENSE: eFG% Rank,OnOff_Opp_DEFENSE: TOV% Rank,OnOff_Opp_DEFENSE: ORB% Rank,OnOff_Opp_DEFENSE: FT Rate Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_HALFCOURT: Pts/Play Rank,OnOff_Opp_HALFCOURT: OREB% Rank,OnOff_Opp_HALFCOURT: % of Plays Rank,OnOff_Opp_PUTBACKS: Pts/Miss Rank,OnOff_Opp_PUTBACKS: Plays/Miss Rank,OnOff_Opp_PUTBACKS: Pts/Play Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_TEAM FG%: Rim Rank,OnOff_Opp_TEAM FG%: Short Mid Rank,OnOff_Opp_TEAM FG%: Long Mid Rank,OnOff_Opp_TEAM FG%: All Mid Rank,OnOff_Opp_TEAM FG%: Corner Three Rank,OnOff_Opp_TEAM FG%: Non Corner Rank,OnOff_Opp_TEAM FG%: All Three Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_SHOT FREQUENCY: Rim Rank,OnOff_Opp_SHOT FREQUENCY: Short Mid Rank,OnOff_Opp_SHOT FREQUENCY: Long Mid Rank,OnOff_Opp_SHOT FREQUENCY: All Mid Rank,OnOff_Opp_SHOT FREQUENCY: Corner Three Rank,OnOff_Opp_SHOT FREQUENCY: Non Corner Rank,OnOff_Opp_SHOT FREQUENCY: All Three Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_ALL TRANSITION: Pts+/Poss Rank,OnOff_Opp_ALL TRANSITION: Freq Rank,OnOff_Opp_ALL TRANSITION: Pts/Play Rank,OnOff_Opp_OFF STEALS: Pts+/Poss Rank,OnOff_Opp_OFF STEALS: Freq Rank,OnOff_Opp_OFF STEALS: Pts/Play Rank,OnOff_Opp_OFF LIVE REBOUNDS: Pts+/Poss Rank,OnOff_Opp_OFF LIVE REBOUNDS: Freq Rank,OnOff_Opp_OFF LIVE REBOUNDS: Pts/Play Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_HALFCOURT: Pts/Play Rank,OnOff_Team_HALFCOURT: OREB% Rank,OnOff_Team_HALFCOURT: % of Plays Rank,OnOff_Team_PUTBACKS: Pts/Miss Rank,OnOff_Team_PUTBACKS: Plays/Miss Rank,OnOff_Team_PUTBACKS: Pts/Play Rank,OnOff_Team_eFG% Rank,OnOff_Team_eFG% Rank,OnOff_Team_TEAM FG%: Rim Rank,OnOff_Team_TEAM FG%: Short Mid Rank,OnOff_Team_TEAM FG%: Long Mid Rank,OnOff_Team_TEAM FG%: All Mid Rank,OnOff_Team_TEAM FG%: Corner Three Rank,OnOff_Team_TEAM FG%: Non Corner Rank,OnOff_Team_TEAM FG%: All Three Rank,OnOff_Team_eFG% Rank,OnOff_Team_eFG% Rank,OnOff_Team_SHOT FREQUENCY: Rim Rank,OnOff_Team_SHOT FREQUENCY: Short Mid Rank,OnOff_Team_SHOT FREQUENCY: Long Mid Rank,OnOff_Team_SHOT FREQUENCY: All Mid Rank,OnOff_Team_SHOT FREQUENCY: Corner Three Rank,OnOff_Team_SHOT FREQUENCY: Non Corner Rank,OnOff_Team_SHOT FREQUENCY: All Three Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_ALL TRANSITION: Pts+/Poss Rank,OnOff_Team_ALL TRANSITION: Freq Rank,OnOff_Team_ALL TRANSITION: Pts/Play Rank,OnOff_Team_OFF STEALS: Pts+/Poss Rank,OnOff_Team_OFF STEALS: Freq Rank,OnOff_Team_OFF STEALS: Pts/Play Rank,OnOff_Team_OFF LIVE REBOUNDS: Pts+/Poss Rank,OnOff_Team_OFF LIVE REBOUNDS: Freq Rank,OnOff_Team_OFF LIVE REBOUNDS: Pts/Play Rank,eFG% Rank
Chauncey Billups,DEN,33.1,Combo,2483,23,38,89,13,43,49,96,95,87,98,19,85,96,83,60,55,53,79,32,88,52,94,24,67,7,57,17,24,24,23,68,36,70,48,80,67,67,60,52,75,71,41,47,43,67,67,41,33,38,33,83,68,77,24,24,25,37,46,33,57,31,31,19,49,79,79,79,32,69,24,40,22,32,32,10,48,47,49,89,59,78,32,32,6,36,57,46,91,86,91,79,79,41,47,42,75,24,86,35,55,23,60
DeJuan Blair,SAS,20.5,Big,1409,31,89,26,98,83,72,90,11,55,32,94,71,75,50,42,25,33,43,42,14,92,36,29,33,66,29,15,29,29,37,41,20,20,19,44,33,33,36,40,44,41,55,62,64,33,33,8,82,83,90,75,39,54,29,29,18,29,14,26,24,30,18,23,12,43,43,28,88,85,94,98,31,42,42,17,38,54,46,55,14,24,42,42,98,5,13,2,80,63,71,43,43,75,54,75,82,48,61,50,50,70,81
Steve Blake,LAC,29.7,Point,737,57,22,80,14,78,0,0,0,2,43,0,24,76,86,100,4,62,42,73,57,10,15,79,76,40,51,74,79,79,77,35,66,68,50,75,76,76,91,90,9,33,25,86,71,76,76,44,25,86,67,65,24,33,79,79,55,65,42,95,70,92,28,73,19,42,42,76,9,20,18,20,34,73,73,68,47,24,24,83,93,95,73,73,24,44,39,37,90,73,84,42,42,24,24,24,5,0,12,62,53,56,92
Steve Blake,POR,29.7,Point,1392,14,31,76,35,45,0,45,24,0,35,71,16,55,20,71,57,21,36,35,53,31,50,16,5,87,71,37,16,16,18,67,55,71,72,57,5,5,5,96,79,96,1,5,1,5,5,61,99,23,85,6,14,7,16,16,4,13,15,1,1,5,29,61,46,36,36,44,31,13,24,59,10,35,35,59,60,52,57,3,36,12,35,35,26,19,55,34,96,66,86,36,36,47,3,60,51,3,45,46,2,53,73
Andray Blatche,WAS,23.2,Big,2214,46,92,74,27,40,45,47,69,38,39,83,98,38,93,75,45,38,35,54,41,28,24,49,17,91,70,30,49,49,18,65,29,54,19,87,17,17,43,44,54,50,6,79,36,17,17,2,72,98,98,31,47,39,49,49,73,43,71,59,27,77,66,51,58,35,35,45,28,49,9,18,19,54,54,29,61,38,47,49,86,81,54,54,84,64,49,53,37,15,19,35,35,79,68,67,68,72,35,73,62,72,33
Keith Bogans,SAS,29.5,Wing,1515,38,46,15,21,53,75,19,25,15,20,10,2,57,28,76,11,27,20,51,15,24,45,49,41,46,29,63,49,49,59,19,15,27,27,36,41,41,35,48,40,43,83,39,61,41,41,33,71,64,74,69,24,37,49,49,31,10,47,71,18,89,15,10,15,20,20,39,15,27,7,13,20,51,51,62,61,18,25,30,92,73,51,51,52,70,71,75,47,16,23,20,20,44,44,58,63,34,71,37,44,45,75
Andrew Bogut,MIL,24.9,Big,2225,96,33,73,58,89,47,93,24,36,90,75,87,51,77,60,76,96,75,80,37,55,48,95,93,49,74,91,95,95,89,89,80,88,86,74,93,93,98,54,20,26,84,20,46,93,93,87,15,2,1,87,88,93,95,95,78,71,88,74,65,90,67,79,71,75,75,71,46,67,72,68,58,80,80,94,57,21,23,54,81,76,80,80,92,100,1,41,14,26,19,75,75,57,73,43,76,27,68,42,79,28,58
Matt Bonner,SAS,29.6,Big,1138,25,67,72,7,23,57,16,58,3,24,98,48,80,72,77,94,66,86,86,61,33,91,27,41,52,33,47,27,27,50,41,58,23,37,23,41,41,49,68,55,66,51,10,12,41,41,45,24,76,56,23,61,49,27,27,19,72,16,71,98,57,10,52,11,86,86,93,49,20,65,35,92,86,86,76,76,27,62,50,66,55,86,86,41,71,0,1,79,99,100,86,86,16,32,12,16,47,14,25,33,21,84
Josh Boone,BKN,24.9,Big,992,68,72,54,86,62,62,87,0,25,7,43,15,23,26,47,52,37,22,17,27,84,11,71,59,62,58,75,71,71,69,54,7,62,45,70,59,59,61,14,76,43,47,44,43,59,59,60,24,37,25,64,69,69,71,71,32,7,57,61,69,56,35,8,62,22,22,27,81,29,52,80,17,17,17,10,72,14,29,10,81,40,17,17,90,53,54,52,7,25,14,22,22,11,7,13,16,1,27,14,16,16,57
Carlos Boozer,UTA,27.9,Big,2668,13,79,74,28,99,79,92,64,66,38,85,91,88,97,84,39,40,79,78,85,14,48,13,11,10,57,65,13,13,11,44,61,44,59,31,11,11,4,5,42,11,90,60,85,11,11,7,33,80,68,86,79,86,13,13,42,52,32,26,56,17,46,51,41,79,79,87,11,24,18,23,37,78,78,48,64,44,53,75,93,96,78,78,69,71,20,32,72,47,54,79,79,57,32,67,9,30,33,86,64,87,82
Chris Bosh,TOR,25.6,Big,2522,32,31,99,57,89,31,62,84,86,94,47,100,83,85,52,84,87,74,60,43,59,95,83,85,20,66,75,83,83,78,78,21,73,16,96,85,85,71,64,77,79,92,42,78,85,85,34,20,63,41,65,73,74,83,83,36,41,18,48,84,31,40,39,29,74,74,62,63,44,97,86,98,60,60,17,77,94,95,41,64,60,60,60,41,87,50,72,73,21,34,74,74,24,33,30,30,16,42,27,31,26,62
Earl Boykins,WAS,33.4,Point,1100,24,6,90,47,4,0,0,88,18,65,33,59,33,55,35,78,13,18,7,53,68,55,21,40,57,5,26,21,21,31,14,14,9,9,30,40,40,64,18,63,34,53,49,52,40,40,15,28,95,81,61,45,51,21,21,72,42,80,81,81,70,68,41,73,18,18,13,73,41,31,45,30,7,7,5,21,33,21,5,42,19,7,7,28,80,67,76,64,34,39,18,18,22,28,22,22,64,20,28,34,22,29
Elton Brand,PHI,30.6,Big,2294,51,90,69,40,14,65,31,61,45,38,73,80,36,60,46,69,83,71,67,26,84,50,77,75,22,88,84,77,77,73,94,9,68,60,64,75,75,73,89,34,72,24,66,46,75,75,69,54,28,35,63,41,48,77,77,45,4,64,46,26,55,50,5,66,71,71,62,68,18,40,54,28,67,67,50,80,72,84,54,90,85,67,67,14,98,66,96,24,17,18,71,71,77,22,77,36,49,36,87,6,84,29
Corey Brewer,MIN,23.7,Wing,2468,58,92,38,46,35,76,26,8,67,38,41,70,23,63,46,15,64,73,85,87,17,19,46,28,69,41,76,46,46,49,77,29,38,65,18,28,28,28,57,26,35,61,52,59,28,28,11,74,45,61,73,82,84,46,46,14,26,22,40,35,36,14,12,23,73,73,85,22,93,36,66,14,85,85,70,51,94,83,34,85,77,85,85,56,45,65,57,53,37,39,73,73,56,93,36,84,59,51,33,91,30,29
Ronnie Brewer,UTA,24.6,Wing,1650,47,96,95,59,34,50,24,7,85,19,32,21,50,72,93,75,26,48,76,51,5,53,16,9,60,33,79,16,16,29,41,30,10,21,11,9,9,6,32,5,6,21,82,56,9,9,37,7,51,21,24,97,91,16,16,20,33,25,16,51,33,31,63,25,48,48,77,14,8,1,4,10,76,76,60,85,73,87,29,73,61,76,76,53,34,74,62,22,45,36,48,48,75,38,76,72,27,87,59,72,51,65
Jon Brockman,SAC,22.6,Big,637,2,49,8,99,49,99,67,24,73,88,78,8,67,34,67,43,83,98,42,52,100,94,17,27,92,16,14,17,17,30,17,86,63,44,77,27,27,69,61,11,25,32,36,31,27,27,47,67,91,91,8,12,8,17,17,43,88,46,18,29,24,58,41,55,98,98,91,100,74,90,99,5,42,42,19,23,77,51,95,22,60,42,42,34,62,26,36,81,76,79,98,98,11,16,12,53,43,31,7,13,11,64
Aaron Brooks,HOU,24.8,Point,2904,55,10,73,71,6,0,0,68,41,82,76,82,73,39,8,71,42,47,83,71,2,15,42,69,11,81,44,42,42,52,84,33,46,71,21,69,69,47,53,50,54,91,77,90,69,69,73,74,54,69,24,9,11,42,42,61,30,62,90,62,85,28,22,32,47,47,87,3,7,13,21,29,83,83,52,62,75,75,78,87,91,83,83,15,69,50,56,81,70,76,47,47,10,4,22,12,35,18,23,3,33,69
Bobby Brown,LAC,25.1,Combo,157,0,36,53,98,26,0,0,0,2,28,0,94,4,100,96,6,37,71,89,24,69,16,15,44,86,2,21,15,15,39,6,74,48,10,91,44,44,74,2,74,17,57,62,65,44,44,61,79,67,80,14,12,11,15,15,9,82,3,8,62,5,31,85,18,71,71,79,70,25,38,62,14,89,89,88,92,6,30,4,96,92,89,89,11,14,30,15,50,98,98,71,71,13,18,14,2,87,4,60,16,77,11
Bobby Brown,NOP,25.1,Combo,301,21,30,36,0,4,0,60,0,0,32,0,83,19,60,40,32,3,15,62,2,74,2,5,2,28,99,53,5,5,1,93,34,30,99,0,2,2,12,0,7,0,79,34,48,2,2,92,58,80,81,0,15,1,5,5,96,16,98,7,4,59,99,41,99,15,15,16,47,3,42,33,59,62,62,50,8,4,3,20,99,99,62,62,31,14,79,54,13,84,63,15,15,36,4,36,3,23,3,74,14,64,32
Derrick Brown,CHA,22.1,Big,443,25,81,53,24,3,0,4,29,72,65,8,50,32,44,43,92,48,68,58,47,90,79,29,56,68,22,30,29,29,44,9,21,21,20,40,56,56,24,49,81,77,80,83,91,56,56,5,96,97,99,44,6,11,29,29,57,17,89,35,45,57,86,2,97,68,68,87,84,99,69,88,24,58,58,30,99,75,98,29,31,26,58,58,77,37,39,35,73,35,45,68,68,4,96,2,82,97,55,0,78,0,30
Devin Brown,NOP,30.8,Wing,962,14,59,76,41,26,96,31,58,59,58,57,59,39,38,31,23,39,35,28,54,64,69,52,63,10,72,89,52,52,48,69,9,32,23,56,63,63,87,13,71,42,11,45,26,63,63,31,68,12,24,93,81,92,52,52,67,27,66,7,95,1,91,12,95,35,35,39,36,70,20,55,5,28,28,36,6,72,19,47,54,53,28,28,30,86,44,68,62,45,50,35,35,66,57,61,64,29,86,56,54,29,33
Kwame Brown,DET,27.6,Big,600,21,42,30,48,69,54,81,1,96,97,14,33,14,40,43,13,34,12,44,7,19,62,81,82,33,38,71,81,81,63,42,23,85,70,80,82,82,34,4,16,6,82,100,100,82,82,52,97,10,59,57,31,35,81,81,63,8,79,14,2,52,89,29,87,12,12,18,23,12,33,12,81,44,44,9,50,83,77,33,78,62,44,44,56,61,33,40,46,64,58,12,12,41,59,35,61,8,79,29,67,13,67
Shannon Brown,LAL,23.9,Combo,1596,94,49,49,55,60,55,57,67,32,19,17,17,34,4,6,89,17,13,10,37,28,45,44,61,18,74,33,44,44,29,56,81,33,63,14,61,61,52,20,78,53,66,72,76,61,61,54,82,79,88,11,10,8,44,44,89,86,89,91,67,95,72,96,63,13,13,9,29,52,16,10,61,10,10,38,21,14,10,38,11,13,10,10,28,18,77,55,52,70,65,13,13,61,65,58,66,62,81,54,66,51,43
Kobe Bryant,LAL,31.2,Wing,2824,27,80,88,51,62,80,41,64,82,97,41,99,68,98,73,57,98,98,98,63,39,86,80,86,94,15,21,80,80,76,28,69,89,46,96,86,86,71,87,38,67,47,85,79,86,86,67,19,47,28,70,52,62,80,80,82,66,84,31,40,27,94,40,93,98,98,98,32,73,81,59,88,98,98,71,98,97,100,16,92,77,98,98,76,81,28,49,55,24,31,98,98,63,82,43,34,52,8,69,66,62,43
Chase Budinger,HOU,21.4,Wing,1404,37,19,84,41,83,59,83,44,21,15,47,46,65,40,40,91,67,92,49,64,93,93,18,21,63,34,28,18,18,16,32,67,65,70,46,21,21,13,45,40,39,16,73,45,21,21,51,9,85,48,30,57,49,18,18,48,56,54,35,54,18,64,33,75,92,92,76,90,95,92,94,41,49,49,40,38,69,55,29,66,51,49,49,58,39,55,47,49,52,50,92,92,62,90,49,43,42,46,77,97,71,76
Caron Butler,DAL,29.6,Wing,926,49,98,62,81,73,0,52,40,63,72,7,76,24,31,12,62,95,78,69,74,32,93,95,37,65,100,73,95,95,72,100,97,98,99,73,37,37,10,77,3,10,91,73,90,37,37,91,58,8,17,54,31,33,95,95,24,80,14,24,7,18,36,83,30,78,78,73,31,53,63,38,81,69,69,86,22,77,57,53,77,74,69,69,13,83,79,88,25,42,35,78,78,63,61,57,66,3,70,51,59,47,23
Caron Butler,WAS,29.6,Wing,1847,41,76,76,76,88,0,70,94,52,75,17,73,28,41,23,33,23,22,10,46,44,90,38,41,82,6,43,38,38,81,13,53,34,16,69,41,41,65,42,35,42,28,50,38,41,41,31,99,13,80,8,58,30,38,38,2,51,2,2,13,1,21,57,29,22,22,21,22,32,85,60,95,10,10,0,90,81,94,5,67,33,10,10,65,72,92,95,15,1,1,22,22,18,32,29,39,11,55,17,40,21,18
Rasual Butler,LAC,30.4,Wing,2670,93,2,98,15,11,0,20,75,11,10,20,27,44,11,17,88,68,59,55,46,67,49,68,94,17,51,48,68,68,90,62,2,7,13,11,94,94,86,47,95,91,61,85,86,94,94,14,47,66,61,71,75,78,68,68,58,11,81,15,8,50,81,35,89,59,59,58,62,77,57,72,27,55,55,27,25,80,61,70,63,70,55,55,34,74,19,33,90,67,80,59,59,55,60,49,21,43,14,77,49,80,45
Andrew Bynum,LAL,22.0,Big,1968,70,33,75,60,60,28,55,62,69,55,68,73,91,41,27,57,68,67,80,37,51,25,61,45,45,71,70,61,61,44,82,64,50,68,30,45,45,7,94,54,86,67,25,39,45,45,79,21,14,8,93,55,75,61,61,60,50,66,68,39,68,45,29,52,67,67,62,30,60,50,48,46,80,80,71,65,57,66,89,53,76,80,80,82,95,22,66,21,14,12,67,67,89,75,90,85,66,87,78,60,75,87
Will Bynum,DET,26.8,Point,1622,31,55,18,53,59,0,24,54,82,92,33,61,43,59,43,53,19,57,78,35,33,68,6,23,20,15,27,6,6,7,15,67,29,39,29,23,23,7,33,46,39,76,74,83,23,23,23,86,75,88,36,26,21,6,6,49,64,63,37,20,50,57,63,65,57,57,69,41,23,22,31,30,78,78,59,73,27,49,85,78,90,78,78,72,18,32,17,81,60,70,57,57,73,46,85,37,53,61,85,60,89,31
Jose Calderon,TOR,28.1,Point,1804,35,14,45,39,20,0,57,49,27,18,31,51,88,80,82,86,46,69,52,69,71,42,25,62,10,57,16,25,25,23,61,46,81,64,81,62,62,44,81,64,80,47,52,49,62,62,47,65,46,57,26,56,46,25,25,44,51,45,51,46,57,41,62,36,69,69,54,61,4,57,44,63,52,52,33,34,78,64,43,40,38,52,52,48,14,37,18,82,81,84,69,69,68,2,90,51,35,73,69,2,85,88
Marcus Camby,LAC,35.6,Big,1594,85,96,96,73,100,84,80,36,21,30,66,26,21,94,97,64,91,81,47,91,41,74,87,49,44,99,97,87,87,68,100,44,79,49,89,49,49,89,60,77,75,46,4,6,49,49,34,93,22,60,49,57,56,87,87,42,59,34,53,85,14,36,39,56,81,81,54,48,89,29,48,26,47,47,36,32,52,44,17,82,63,47,47,65,74,56,64,21,32,26,81,81,98,92,98,95,14,91,89,81,93,21
Marcus Camby,POR,35.6,Big,717,91,92,81,91,97,82,97,12,15,16,96,14,29,52,79,41,98,99,86,52,95,90,69,92,62,4,63,69,69,74,8,5,9,2,87,92,92,92,33,86,76,98,16,56,92,92,41,31,18,15,68,95,94,69,69,89,28,94,71,20,95,85,26,88,99,99,82,87,34,87,54,95,86,86,91,89,34,67,74,54,67,86,86,62,85,34,59,53,26,32,99,99,90,51,70,97,25,90,53,50,40,40
Brian Cardinal,MIN,32.5,Big,218,3,47,3,3,0,0,1,0,19,70,0,6,31,96,100,100,23,26,22,20,61,89,33,54,36,46,1,33,33,13,53,57,31,36,32,54,54,25,63,56,63,44,48,48,54,54,95,43,27,29,82,4,12,33,33,78,45,89,99,87,97,17,51,48,26,26,70,38,2,4,7,10,22,22,81,68,8,11,1,14,2,22,22,86,0,95,27,67,33,40,26,26,1,14,1,1,63,1,7,25,4,9
Rodney Carney,PHI,25.6,Wing,813,91,60,20,57,87,0,38,85,44,30,41,36,33,22,20,97,38,23,11,96,10,53,70,88,39,5,41,70,70,73,14,48,18,26,27,88,88,59,21,99,88,95,71,92,88,88,36,29,83,67,17,61,45,70,70,80,84,73,68,40,52,83,88,82,23,23,22,13,76,27,25,46,11,11,30,20,10,8,52,3,5,11,11,74,7,10,2,91,90,93,23,23,64,61,53,21,22,42,82,78,59,30
DeMarre Carroll,MEM,23.3,Forward,706,13,69,9,87,31,0,53,6,13,58,40,13,7,16,49,80,44,36,60,16,62,83,59,82,52,53,9,59,59,59,48,41,30,48,24,82,82,66,37,85,75,28,86,77,82,82,66,80,52,73,18,15,13,59,59,75,81,71,38,66,46,82,61,76,36,36,51,75,68,61,67,40,60,60,64,48,91,80,76,29,39,60,60,43,17,94,86,17,20,16,36,36,20,63,27,10,81,10,35,41,48,7
Anthony Carter,DEN,34.4,Point,810,100,82,33,84,57,0,41,0,8,10,33,6,12,47,92,6,16,12,52,4,53,2,46,10,92,35,86,46,46,60,33,13,3,6,14,10,10,50,30,51,39,20,6,4,10,10,43,69,70,78,15,33,19,46,46,65,53,55,38,50,47,81,67,69,12,12,11,69,19,47,42,52,52,52,95,31,48,40,12,12,6,52,52,43,47,44,43,62,66,66,12,12,42,26,48,26,67,22,56,32,66,37
Vince Carter,ORL,32.8,Wing,2303,39,24,36,20,60,46,49,77,50,92,37,90,67,90,72,90,91,51,58,69,39,26,96,91,58,91,52,96,96,93,79,79,78,93,28,91,91,47,96,23,77,86,95,96,91,91,76,93,9,41,32,34,28,96,96,64,62,57,46,59,38,71,68,65,51,51,70,24,42,29,17,68,58,58,20,36,45,41,46,82,77,58,58,73,68,27,38,92,18,46,51,51,21,56,20,48,51,48,19,23,18,42
Omri Casspi,SAC,21.4,Forward,1901,22,42,78,40,73,38,64,17,49,60,76,51,42,56,42,38,74,53,57,67,41,56,80,79,53,46,48,80,80,93,36,30,35,33,49,79,79,46,79,29,58,70,91,93,79,79,48,26,49,35,71,65,70,80,80,27,38,20,23,44,27,46,54,33,53,53,42,40,81,83,74,70,57,57,70,84,43,71,75,6,14,57,57,69,78,9,20,38,77,67,53,53,74,75,71,57,95,34,75,62,83,56
Mario Chalmers,MIA,23.5,Combo,1737,55,94,21,49,17,0,45,21,40,89,70,19,66,47,87,4,34,31,36,24,58,58,45,50,81,19,32,45,45,54,34,71,60,70,46,50,50,65,43,67,59,27,35,28,50,50,81,69,38,50,18,16,14,45,45,32,52,24,60,80,37,19,50,24,31,31,31,58,60,51,51,47,36,36,67,45,20,19,68,16,27,36,36,52,43,22,19,64,83,80,31,31,39,60,44,67,59,78,32,57,30,64
Tyson Chandler,CHA,27.1,Big,1157,75,18,70,72,72,70,15,60,96,77,16,23,96,8,9,4,32,16,21,2,85,54,69,37,63,79,68,69,69,87,80,72,36,88,5,37,37,13,57,23,31,91,26,67,37,37,90,41,7,9,61,51,55,69,69,15,35,11,38,71,51,16,55,8,16,16,10,85,29,82,70,84,21,21,17,2,33,7,96,39,84,21,21,53,50,68,63,52,32,35,16,16,21,38,20,11,39,19,37,51,27,88
Wilson Chandler,NYK,22.5,Wing,2299,89,12,54,80,59,69,81,61,41,25,71,67,50,44,30,61,80,38,48,73,26,14,93,92,27,88,57,93,93,95,72,86,71,94,16,92,92,59,77,80,86,18,95,84,92,92,84,16,25,13,86,42,63,93,93,66,82,45,47,34,27,63,78,49,38,38,41,28,51,80,36,98,48,48,53,81,57,73,40,39,36,48,48,75,63,75,74,36,8,10,38,38,23,69,18,31,21,37,39,76,24,59
Earl Clark,PHX,21.8,Forward,254,91,44,42,58,40,0,91,0,31,7,0,78,4,53,29,47,34,15,24,7,74,78,77,68,76,5,52,77,77,97,7,14,57,34,65,68,68,23,97,22,81,89,78,92,68,68,4,64,62,70,47,98,95,77,77,1,19,4,1,4,16,5,43,6,15,15,8,87,5,85,82,68,24,24,0,35,7,8,98,99,100,24,24,67,21,94,88,3,10,4,15,15,39,1,94,92,10,99,12,1,46,4
Jarron Collins,PHX,30.9,Big,217,13,3,9,45,27,0,1,0,95,99,73,2,14,19,57,8,23,5,6,86,14,11,90,21,61,98,99,90,90,98,98,44,51,97,3,21,21,13,91,96,97,1,24,4,21,21,26,99,22,86,11,48,23,90,90,2,2,8,58,17,75,0,1,3,5,5,6,47,21,38,10,93,6,6,11,40,3,5,100,11,60,6,6,63,29,93,89,5,11,6,5,5,7,58,8,33,96,34,8,28,12,44
Mardy Collins,LAC,25.2,Wing,424,5,98,13,67,28,0,0,0,42,33,80,50,6,83,89,3,32,27,38,29,38,47,48,31,84,66,25,48,48,35,26,94,76,53,85,31,31,22,92,14,52,19,33,17,31,31,88,16,23,11,25,66,54,48,48,52,96,26,41,19,46,50,96,28,27,27,30,64,7,19,13,55,38,38,19,82,28,60,49,74,72,38,38,18,94,65,90,32,28,27,27,27,53,16,76,56,22,50,49,7,71,7
Darren Collison,NOP,22.2,Combo,2057,13,60,100,64,38,0,30,85,53,51,81,81,70,96,89,11,30,41,61,22,32,51,27,20,36,49,36,27,27,24,54,7,33,31,49,20,20,4,79,18,38,77,90,93,20,20,14,66,91,90,17,53,38,27,27,28,9,34,51,34,75,19,14,15,41,41,34,41,79,89,54,97,61,61,43,53,60,58,73,37,50,61,61,99,16,49,26,55,7,12,41,41,51,82,38,69,62,71,44,90,25,66
Nick Collison,OKC,29.0,Big,1544,44,55,28,71,26,82,36,42,41,22,11,13,89,20,38,28,93,71,61,11,88,86,94,79,96,85,18,94,94,92,83,94,94,93,68,79,79,53,60,69,72,49,46,49,79,79,98,48,5,6,80,11,24,94,94,37,44,36,13,30,15,70,25,65,71,71,53,94,31,88,90,54,61,61,52,58,11,19,71,82,85,61,61,80,89,5,23,41,60,54,71,71,35,14,41,27,62,29,49,8,54,93
Mike Conley,MEM,22.1,Point,2558,51,71,61,33,18,71,43,22,61,24,49,49,51,35,31,49,87,94,87,94,35,78,43,5,80,81,93,43,43,29,88,40,66,50,72,5,5,5,12,49,22,63,16,25,5,5,62,49,57,58,31,32,25,43,43,22,27,30,77,32,74,12,17,19,94,94,90,21,71,63,44,74,87,87,54,73,21,45,94,96,98,87,87,79,11,21,9,91,66,80,94,94,90,72,88,93,45,94,74,80,63,53
Daequan Cook,MIA,22.5,Wing,596,79,14,42,7,59,0,44,0,7,20,85,56,10,51,41,74,25,7,5,48,59,14,79,97,32,54,22,79,79,94,31,19,67,30,89,97,97,94,57,50,57,98,79,96,97,97,20,62,42,51,16,92,77,79,79,15,44,15,8,78,8,40,69,41,7,7,5,76,15,31,43,32,5,5,22,75,15,20,0,36,4,5,5,7,12,91,72,43,78,69,7,7,76,12,96,57,50,53,72,9,97,11
Jamal Crawford,ATL,29.6,Combo,2365,40,19,98,21,23,85,72,87,60,79,43,77,85,32,13,87,45,90,54,35,88,98,8,54,21,10,2,8,8,27,12,30,37,20,67,54,54,43,47,66,61,70,76,78,54,54,12,78,87,91,11,63,40,8,8,7,39,11,17,27,22,7,37,13,90,90,65,90,15,78,57,80,54,54,33,69,46,62,31,78,54,54,54,27,74,12,23,87,85,90,90,90,78,11,85,15,7,52,92,53,91,77
Dante Cunningham,POR,22.5,Big,661,52,91,23,42,36,69,40,35,27,21,69,28,34,13,13,99,72,74,76,69,56,41,56,41,91,28,40,56,56,38,28,74,8,19,14,41,41,31,89,12,43,8,93,72,41,41,35,20,96,79,60,21,26,56,56,92,67,97,94,86,95,73,32,90,74,74,64,66,79,69,78,42,76,76,22,51,92,87,58,93,88,76,76,26,6,85,53,68,68,71,74,74,82,65,82,55,20,59,84,68,83,41
